应用包名,com.duowan.live
应用名称,虎牙助手
应用PID,5494
机器内存大小(MB),2774.59MB
机器CPU型号,
Android系统版本,6.0
手机型号,MI 5
UID,10504
时间,栈顶Activity名称,应用占用内存PSS(MB),应用占用内存比(%),机器剩余内存(MB),应用占用CPU率(%),CPU总使用率(%),cpu0总使用率(%),cpu1总使用率(%),cpu2总使用率(%),cpu3总使用率(%),流量(KB),电量(%),电流(mA),温度(C),电压(V),帧率
2017-02-24 19:33:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},258.04,9.30,920.40,57.31,93.75,94.81,93.93,93.21,93.03,175449,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},258.26,9.31,919.75,59.35,96.19,96.78,95.98,96.16,95.83,176627,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},258.04,9.30,918.93,57.06,96.14,96.66,96.28,95.99,95.60,177743,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},258.23,9.31,919.74,59.83,92.33,94.04,92.57,91.99,90.73,178899,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.36,9.38,916.34,59.06,92.82,94.29,92.89,91.85,92.23,180057,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.46,9.39,912.91,58.84,92.66,94.55,93.13,91.83,91.11,181113,55,N/A,43.2,3.725,-1.0
2017-02-24 19:33:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.70,9.40,911.52,61.56,93.92,95.22,94.16,93.46,92.85,182306,55,N/A,43.2,3.725,-1.0
2017-02-24 19:34:04,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.07,9.41,907.29,59.76,93.11,94.76,93.85,91.75,92.11,183430,54,N/A,43.5,3.718,-1.0
2017-02-24 19:34:10,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.17,9.41,910.46,59.46,94.49,95.50,94.79,93.27,94.39,184583,54,N/A,43.5,3.718,-1.0
2017-02-24 19:34:16,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.23,9.41,914.81,59.65,92.90,94.44,93.62,91.16,92.32,185702,54,N/A,43.5,3.718,-1.0
2017-02-24 19:34:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.39,9.42,913.99,61.86,95.04,95.77,95.41,94.48,94.53,186878,53,N/A,43.5,3.722,-1.0
2017-02-24 19:34:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.85,9.44,912.46,59.87,94.36,95.87,93.95,94.02,93.59,187986,53,N/A,43.5,3.722,-1.0
2017-02-24 19:34:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.22,9.45,909.83,60.05,94.43,95.03,94.57,94.18,93.93,189211,53,N/A,43.5,3.722,-1.0
2017-02-24 19:34:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.37,9.46,909.35,61.31,93.86,95.45,94.15,92.81,93.03,190417,53,N/A,43.5,3.722,-1.0
2017-02-24 19:34:48,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.16,9.45,907.82,59.99,94.56,95.58,94.86,93.78,94.00,191593,53,N/A,43.5,3.722,-1.0
2017-02-24 19:34:55,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.88,9.47,908.02,58.54,95.26,96.11,95.13,95.13,94.68,192752,53,N/A,43.5,3.722,-1.0
2017-02-24 19:35:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.44,9.46,909.85,56.74,95.18,95.92,95.65,94.64,94.51,193878,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.81,9.47,909.70,60.58,92.43,94.38,93.45,91.01,90.84,195003,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.00,9.41,911.54,61.08,94.62,95.69,94.55,94.27,94.00,196153,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.27,9.42,909.81,59.13,95.15,96.02,94.82,94.75,94.99,197318,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.71,9.43,908.82,59.86,93.48,94.95,93.30,92.93,92.72,198599,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.81,9.44,909.93,59.78,92.82,93.85,93.86,91.69,91.87,199779,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.50,9.46,908.32,59.75,92.23,93.91,92.41,91.33,91.27,200921,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},263.31,9.49,904.44,59.02,93.79,94.82,94.55,93.56,92.21,202057,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:52,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.48,9.46,904.32,61.54,93.48,94.72,93.87,92.89,92.43,203207,53,N/A,43.7,3.721,-1.0
2017-02-24 19:35:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.81,9.58,903.10,59.36,93.29,94.45,93.10,92.74,92.88,204320,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:04,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.27,9.56,885.64,57.26,94.70,95.52,94.75,94.45,94.07,205409,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.67,9.58,901.30,49.96,96.84,96.98,97.10,96.63,96.65,206374,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.86,9.58,887.26,56.77,96.88,97.28,96.66,96.79,96.82,207469,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.56,9.57,885.05,58.65,95.94,96.46,95.36,95.84,96.08,208570,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.21,9.59,875.54,52.79,91.06,92.59,92.09,90.38,89.19,209751,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.72,9.43,873.59,56.90,95.63,96.21,95.98,95.02,95.27,210965,53,N/A,43.7,3.716,-1.0
2017-02-24 19:36:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},253.72,9.14,879.43,56.74,97.41,97.73,97.09,97.56,97.27,212003,52,N/A,44.0,3.711,-1.0
2017-02-24 19:36:48,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},253.20,9.13,876.45,56.03,97.84,98.09,97.61,97.91,97.74,213094,52,N/A,44.0,3.711,-1.0
2017-02-24 19:36:54,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},253.67,9.14,871.16,57.42,96.93,97.15,96.47,97.13,96.97,214218,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},249.50,8.99,875.64,48.51,98.30,98.45,98.15,98.60,98.00,215128,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},247.50,8.92,895.24,56.48,94.23,95.11,94.02,93.58,94.23,216328,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},247.59,8.92,899.95,59.16,92.44,93.53,92.96,91.75,91.51,217482,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},248.33,8.95,899.28,60.11,94.91,95.42,94.63,94.60,95.01,218767,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},248.19,8.95,896.78,59.74,95.81,96.23,95.68,96.03,95.32,219978,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},248.13,8.94,896.83,60.46,93.73,95.22,93.75,93.05,92.90,221131,52,N/A,44.0,3.711,-1.0
2017-02-24 19:37:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},248.10,8.94,899.27,61.07,93.52,94.86,93.64,92.74,92.88,222352,51,N/A,44.2,3.71,-1.0
2017-02-24 19:37:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},248.41,8.95,899.62,61.00,93.73,94.71,93.93,93.33,92.95,223680,51,N/A,44.2,3.71,-1.0
2017-02-24 19:37:52,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},250.38,9.02,893.52,58.48,95.47,96.78,95.16,94.93,95.01,224796,51,N/A,44.2,3.71,-1.0
2017-02-24 19:37:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},250.25,9.02,894.00,57.55,96.15,96.25,96.13,96.30,95.93,225942,51,N/A,44.2,3.71,-1.0
2017-02-24 19:38:04,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},251.21,9.05,892.23,57.93,96.52,96.98,96.28,96.62,96.18,227011,51,N/A,44.2,3.71,-1.0
2017-02-24 19:38:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},250.44,9.03,892.24,56.76,96.83,97.21,96.58,96.92,96.59,228133,51,N/A,44.2,3.71,-1.0
2017-02-24 19:38:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},251.28,9.06,889.24,54.13,96.75,97.32,96.46,96.85,96.39,229260,51,N/A,44.2,3.71,-1.0
2017-02-24 19:38:23,ComponentInfo{com.miui.home/com.miui.home.launcher.Launcher},259.08,9.34,900.96,30.67,69.66,73.31,70.59,68.59,66.22,230159,51,N/A,44.2,3.71,-1.0
注释:已知部分不支持的机型可在此查阅:https://github.com/NetEase/Emmagee/wiki/Some-devices-are-not-supported
电流: 小于0是放电大于0是充电
启动时间: 为空是应用已启动或者未搜集到启动时间
N/A: 不支持或者数据异常
