中心	首次拨打日期	网络类别	渠道	来源	推广点	渠道营销专员	推广员	总单量	空号	非本人	不感兴趣	一人多号	年龄小	异地	无中心城市	未接通	停机	废单量	废单率	有效量	未接率	确认有效量	确认有效率
广州1(广州维多利中心)	2017/02/03		推广	Tout      	A点(维多利中心）	andy_zzp                      	andy_zzp	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/03		推广	Tout      	广州购书中心体验点（维多利中心）	lemon_l                       	lemon_l	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/03		推广	Tout      	广州购书中心体验点（维多利中心）	phoebe_zq                     	phoebe_zq	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/03		推广	Tout      	广州购书中心体验点（维多利中心）	vincent_lrs                   	vincent_lrs	6	0	0	0	0	0	0	0	3	0	0	0.00%	6	50.00%	3	50.00%
广州1(广州维多利中心)	2017/02/03		推广	Tout      	体育西商铺（维多利中心）	star_lxx                      	star_lxx	5	0	0	0	0	0	0	0	3	0	0	0.00%	5	60.00%	2	40.00%
广州1(广州维多利中心)	2017/02/03		推广	Tin       	维多利兼职派发	tim_wht                       	tim_wht	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺奥园一楼东门（奥园中心）	bella_lyf                     	bella	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺奥园一楼东门（奥园中心）	bella_lyf                     	bella_lyf	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺奥园一楼东门（奥园中心）	sea_dht                       	sea	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺奥园一楼东门（奥园中心）	steven_hj                     	steven_hj	6	0	1	0	0	0	0	0	3	0	1	16.67%	5	50.00%	2	33.33%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺奥园一楼东门（奥园中心）	sunny_lwf                     	sunny	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺永旺梦乐城	angela_yqm                    	Angela	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/03		推广	Tout      	番禺永旺梦乐城	sunny_lwf                     	sunny	6	0	0	0	0	0	0	0	3	0	0	0.00%	6	50.00%	3	50.00%
广州3(广州万菱汇中心)	2017/02/03		推广	Tout      	体育东街坊（体育东中心）	jane_lzf                      	jane_lzf	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州3(广州万菱汇中心)	2017/02/03		推广	Tout      	体育东街坊（体育东中心）	lemon_l                       	lemon_l	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州3(广州万菱汇中心)	2017/02/03		推广	Tout      	万菱汇负一楼	jane_lzf                      	jane_lzf	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	山姆会员店（万达中心）	bieber_lzh                    	bieber	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	山姆会员店（万达中心）	rosa_lst                      	Rosa	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达临时推广点 （万达中心）	jay_ljj                       	jay_ljj	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达二楼 （万达中心）	green_wcj                     	green	2	0	0	0	0	0	0	0	0	0	0	0.00%	2	0.00%	2	100.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达一楼（万达中心）	green_wcj                     	green_wcj	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达一楼（万达中心）	ivy_yyp                       	ivy_yyp	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达一楼（万达中心）	vito_zqb                      	vito	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/03		推广	Tout      	番禺万达一楼（万达中心）	vito_zqb                      	vito_zqb	5	0	2	0	0	0	0	0	2	0	2	40.00%	3	40.00%	1	20.00%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	白云凯德广场一楼（广州凯德中心）	janis_zyj                     	janis_zyj	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	白云凯德广场一楼（广州凯德中心）	tom_hjm                       	tom_hjm	3	0	0	0	0	0	0	0	2	0	0	0.00%	3	66.67%	1	33.33%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	白云凯德广场一楼（广州凯德中心）	zavier_lzw                    	zavier_lzw	3	0	0	0	0	0	0	0	2	0	0	0.00%	3	66.67%	1	33.33%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	白云凯德五楼	janis_zyj                     	janis_zyj	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	白云凯德五楼	zavier_lzw                    	zavier_lzw	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	五号停机坪	moon_cjp                      	moon_cjp	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/03		推广	Tout      	五号停机坪	sun_zln                       	sun_zln	7	0	0	0	0	0	0	0	3	0	0	0.00%	7	42.86%	4	57.14%
广州1(广州维多利中心)	2017/02/04		推广	Tout      	广州购书中心体验点（维多利中心）	cookie_lyl                    	cookie	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/04		推广	Tout      	广州购书中心体验点（维多利中心）	cookie_lyl                    	cookie_lyl	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/04		推广	Tout      	广州购书中心体验点（维多利中心）	ice_cxz                       	ice_cxz	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/04		推广	Tout      	广州购书中心体验点（维多利中心）	jerry_tzw                     	jerry_tzw	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/04		推广	Tout      	广州购书中心体验点（维多利中心）	star_lxx                      	star_lxx	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/04		推广	Tout      	五号停机坪	tom_hjm                       	tom_hjm	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/04		推广	Tout      	五号停机坪	zavier_lzw                    	zavier_lzw	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	广州购书中心体验点（维多利中心）	cookie_lyl                    	cookie_lyl	7	0	0	0	0	0	0	0	4	0	1	14.29%	6	57.14%	2	28.57%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	广州购书中心体验点（维多利中心）	jerry_tzw                     	jerry_tzw	3	0	0	1	0	0	0	0	0	0	1	33.33%	2	0.00%	2	66.67%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	广州购书中心体验点（维多利中心）	star_lxx                      	star_lxx	6	0	0	0	0	0	0	0	1	0	0	0.00%	6	16.67%	5	83.33%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	广州购书中心体验点（维多利中心）	vincent_lrs                   	vincent_lrs	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	体育西商铺（维多利中心）	ice_cxz                       	ice_cxz	5	0	0	0	0	0	0	0	4	0	0	0.00%	5	80.00%	1	20.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	体育西商铺（维多利中心）	star_lxx                      	star	2	0	0	0	0	0	0	0	0	0	0	0.00%	2	0.00%	2	100.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	体育西商铺（维多利中心）	star_lxx                      	star_lxx	2	0	0	0	0	0	0	0	0	0	0	0.00%	2	0.00%	2	100.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	体育西商铺（维多利中心）	taylor_ftt                    	taylor_ftt	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州1(广州维多利中心)	2017/02/05		推广	Tout      	体育西商铺（维多利中心）	vincent_lrs                   	vincent_lrs	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园街坊（奥园中心）	angela_yqm                    	angela_yqm	11	0	2	1	0	1	0	0	2	0	4	36.36%	7	18.18%	5	45.45%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	angela_yqm                    	angela_yqm	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	bella_lyf                     	Bella	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	bella_lyf                     	bella_lyf	6	0	0	0	0	0	0	0	2	0	0	0.00%	6	33.33%	4	66.67%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	sea_dht                       	sea_dht	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	steven_hj                     	steven_hj	4	0	0	0	0	0	0	0	2	0	0	0.00%	4	50.00%	2	50.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺奥园一楼东门（奥园中心）	sunny_lwf                     	sunny_lwf	9	0	1	0	0	0	0	0	6	0	1	11.11%	8	66.67%	2	22.22%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺永旺梦乐城	angela_yqm                    	angela	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/05		推广	Tout      	番禺永旺梦乐城	steven_hj                     	steven_hj	3	0	1	0	0	0	0	0	1	0	1	33.33%	2	33.33%	1	33.33%
广州3(广州万菱汇中心)	2017/02/05		推广	Tout      	体育东街坊（体育东中心）	water_ljy                     	water_ljy	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州3(广州万菱汇中心)	2017/02/05		推广	Tout      	体育东街坊（体育东中心）	yuria_yr                      	yuria_yr	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	山姆会员店（万达中心）	bieber_lzh                    	bieber	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	山姆会员店（万达中心）	bieber_lzh                    	bieber_lzh	5	0	0	0	0	0	0	0	4	0	0	0.00%	5	80.00%	1	20.00%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	山姆会员店（万达中心）	jay_ljj                       	jay_ljj	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	番禺万达二楼 （万达中心）	green_wcj                     	green_wcj	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	番禺万达一楼（万达中心）	lydia_clz                     	lydia_clz	9	0	0	2	0	0	0	0	2	0	2	22.22%	7	22.22%	5	55.56%
广州4(广州番禺万达中心)	2017/02/05		推广	Tout      	番禺万达一楼（万达中心）	vito_zqb                      	vito_zqb	5	0	0	0	0	0	0	0	3	0	0	0.00%	5	60.00%	2	40.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德广场一楼（广州凯德中心）	charlene_hws                  	charlene_hws	5	0	0	0	0	0	0	0	4	0	0	0.00%	5	80.00%	1	20.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德广场一楼（广州凯德中心）	moon_cjp                      	moon_cjp	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德广场一楼（广州凯德中心）	tom_hjm                       	tom_hjm	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	janis_zyj                     	janis	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	janis_zyj                     	janis_zyj	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	moon_cjp                      	moon	4	0	0	0	0	0	1	0	2	0	0	0.00%	4	50.00%	2	50.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	sun_zln                       	sun_zln	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	tom_hjm                       	tom_hjm	5	0	0	0	0	0	0	0	4	0	0	0.00%	5	80.00%	1	20.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	白云凯德五楼	zavier_lzw                    	zavier_lzw	9	0	0	0	0	0	0	0	6	0	0	0.00%	9	66.67%	3	33.33%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	五号停机坪	charlene_hws                  	charlene_hws	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	五号停机坪	janis_zyj                     	janis_zyj	11	0	0	0	0	0	1	0	6	0	1	9.09%	10	54.55%	4	36.36%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	五号停机坪	sun_zln                       	sun_zln	5	0	0	0	0	0	0	0	3	0	0	0.00%	5	60.00%	2	40.00%
广州5(广州白云凯德中心)	2017/02/05		推广	Tout      	五号停机坪	zavier_lzw                    	zavier_lzw	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	cookie_lyl                    	cookie_lyl	3	0	0	0	0	0	0	0	1	0	0	0.00%	3	33.33%	2	66.67%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	ice_cxz                       	ice_cxz	3	0	1	0	0	0	0	0	1	0	1	33.33%	2	33.33%	1	33.33%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	jerry_tzw                     	jerry_tzw	8	1	1	0	0	0	0	0	2	0	2	25.00%	6	25.00%	4	50.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	phoebe_zq                     	Phoebe	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	phoebe_zq                     	phoebe_zq	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	star_lxx                      	star_lxx	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	taylor_ftt                    	taylor	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	taylor_ftt                    	taylor_ftt	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	广州购书中心体验点（维多利中心）	vincent_lrs                   	vincent_lrs	2	0	0	0	0	0	0	0	0	0	0	0.00%	2	0.00%	2	100.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	体育西商铺（维多利中心）	ice_cxz                       	ice_cxz	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	体育西商铺（维多利中心）	jerry_tzw                     	jerry_tzw	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	体育西商铺（维多利中心）	star_lxx                      	star_lxx	1	0	1	0	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	体育西商铺（维多利中心）	taylor_ftt                    	taylor_ftt	4	0	0	0	0	0	0	0	3	0	0	0.00%	4	75.00%	1	25.00%
广州1(广州维多利中心)	2017/02/06		推广	Tout      	体育西商铺（维多利中心）	vincent_lrs                   	vincent_lrs	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺奥园街坊（奥园中心）	oliver_hwx                    	oliver_hwx	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺奥园一楼东门（奥园中心）	angela_yqm                    	Angela	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺奥园一楼东门（奥园中心）	bella_lyf                     	bella_lyf	5	0	0	0	1	0	0	0	4	0	1	20.00%	4	80.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺奥园一楼东门（奥园中心）	steven_hj                     	steven_hj	8	0	0	2	0	0	0	0	2	0	2	25.00%	6	25.00%	4	50.00%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺永旺梦乐城	angela_yqm                    	angela_yqm	9	0	1	1	0	0	0	0	6	0	2	22.22%	7	66.67%	1	11.11%
广州2(广州番禺奥园中心)	2017/02/06		推广	Tout      	番禺永旺梦乐城	sea_dht                       	sea_dht	4	0	0	1	0	0	0	0	2	0	1	25.00%	3	50.00%	1	25.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	ella_sey                      	ella_sey	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	fan_lff                       	fan_lff	2	0	1	0	0	0	0	0	0	0	1	50.00%	1	0.00%	1	50.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	jane_lzf                      	jane	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	taylor_ftt                    	taylor_ftt	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	vicky_zw                      	vicky_zw	4	0	1	1	0	0	0	0	0	0	2	50.00%	2	0.00%	2	50.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	体育东街坊（体育东中心）	water_ljy                     	water_ljy	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州3(广州万菱汇中心)	2017/02/06		推广	Tout      	万菱汇负一楼	vicky_zw                      	vicky_zw	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	山姆会员店（万达中心）	bieber_lzh                    	bieber_lzh	6	0	0	1	0	0	0	0	3	0	1	16.67%	5	50.00%	2	33.33%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	山姆会员店（万达中心）	rosa_lst                      	rosa_lst	7	0	1	0	0	0	0	0	4	0	1	14.29%	6	57.14%	2	28.57%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达临时推广点 （万达中心）	jay_ljj                       	jay_ljj	1	0	1	0	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达二楼 （万达中心）	green_wcj                     	green_wcj	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达二楼 （万达中心）	rosa_lst                      	rosa_lst	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达一楼（万达中心）	ivy_yyp                       	ivy_yyp	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达一楼（万达中心）	jay_ljj                       	jay_ljj	4	0	0	0	0	0	0	0	3	0	0	0.00%	4	75.00%	1	25.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达一楼（万达中心）	lydia_clz                     	Lydia	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州4(广州番禺万达中心)	2017/02/06		推广	Tout      	番禺万达一楼（万达中心）	vito_zqb                      	vito_zqb	1	0	0	1	0	0	0	0	0	0	1	100.00%	0	0.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德广场一楼（广州凯德中心）	charlene_hws                  	charlene_hws	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德广场一楼（广州凯德中心）	moon_cjp                      	moon	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德广场一楼（广州凯德中心）	moon_cjp                      	moon_cjp	6	0	0	0	0	0	0	0	1	0	0	0.00%	6	16.67%	5	83.33%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德广场一楼（广州凯德中心）	tom_hjm                       	tom_hjm	5	0	0	0	0	0	0	0	3	0	0	0.00%	5	60.00%	2	40.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德五楼	janis_zyj                     	janis_zyj	4	0	0	0	0	0	0	0	3	0	0	0.00%	4	75.00%	1	25.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德五楼	sun_zln                       	sun_zln	8	0	0	0	0	0	0	0	7	0	0	0.00%	8	87.50%	1	12.50%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	白云凯德五楼	tom_hjm                       	tom_hjm	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	五号停机坪	ada_hyt                       	ada	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	五号停机坪	charlene_hws                  	charlene_hws	9	0	0	0	0	0	0	0	6	0	0	0.00%	9	66.67%	3	33.33%
广州5(广州白云凯德中心)	2017/02/06		推广	Tout      	五号停机坪	zavier_lzw                    	zavier_lzw	4	0	0	0	0	0	0	0	3	0	0	0.00%	4	75.00%	1	25.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	A点(维多利中心）	andy_zzp                      	andy_zzp	2	0	0	0	0	0	0	0	1	0	0	0.00%	2	50.00%	1	50.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	广州购书中心体验点（维多利中心）	ice_cxz                       	ice_cxz	3	0	0	0	0	0	0	0	2	0	0	0.00%	3	66.67%	1	33.33%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	广州购书中心体验点（维多利中心）	jerry_tzw                     	jerry_tzw	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	广州购书中心体验点（维多利中心）	phoebe_zq                     	phoebe_zq	6	0	0	0	0	0	0	0	4	0	0	0.00%	6	66.67%	2	33.33%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	广州购书中心体验点（维多利中心）	star_lxx                      	star_lxx	6	0	0	0	0	0	0	0	1	0	0	0.00%	6	16.67%	5	83.33%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	广州购书中心体验点（维多利中心）	vincent_lrs                   	vincent_lrs	2	0	0	0	0	0	0	0	0	0	0	0.00%	2	0.00%	2	100.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	体育西商铺（维多利中心）	cookie_lyl                    	cookie_lyl	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	体育西商铺（维多利中心）	jerry_tzw                     	jerry_tzw	5	0	0	0	0	0	0	0	0	0	0	0.00%	5	0.00%	5	100.00%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	体育西商铺（维多利中心）	taylor_ftt                    	taylor_ftt	6	0	0	0	0	0	0	0	2	0	0	0.00%	6	33.33%	4	66.67%
广州1(广州维多利中心)	2017/02/07		推广	Tout      	体育西商铺（维多利中心）	vincent_lrs                   	vincent_lrs	3	0	0	0	0	0	0	0	1	0	0	0.00%	3	33.33%	2	66.67%
广州2(广州番禺奥园中心)	2017/02/07		推广	Tout      	番禺奥园一楼东门（奥园中心）	angela_yqm                    	angela_yqm	14	0	0	2	0	1	0	0	4	0	3	21.43%	11	28.57%	7	50.00%
广州2(广州番禺奥园中心)	2017/02/07		推广	Tout      	番禺奥园一楼东门（奥园中心）	sea_dht                       	sea	1	0	0	0	0	0	0	0	0	0	0	0.00%	1	0.00%	1	100.00%
广州2(广州番禺奥园中心)	2017/02/07		推广	Tout      	番禺奥园一楼东门（奥园中心）	sea_dht                       	sea_dht	1	0	0	0	0	0	0	0	1	0	0	0.00%	1	100.00%	0	0.00%
广州2(广州番禺奥园中心)	2017/02/07		推广	Tout      	番禺奥园一楼东门（奥园中心）	sunny_lwf                     	sunny	2	0	0	0	0	0	0	0	2	0	0	0.00%	2	100.00%	0	0.00%
